Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,TaxonCode,Previously_Obs,Hour,Minute_Duration,Month_Num,Month,Temperature_Interval,Humidity_Interval,Season,Regional_PIF
ANTI,Unknown,Unknown,ANTI-0028,Grassland,2018,2018-05-22,1900-01-01 06:56:00,1900-01-01 07:06:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,Unknown,FISP,False,True,19.7999992370605,80.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,84790.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,True | False
ANTI,Unknown,Unknown,ANTI-0028,Grassland,2018,2018-05-22,1900-01-01 06:56:00,1900-01-01 07:06:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,Unknown,EATO,False,True,19.7999992370605,80.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,83803.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,True | False
ANTI,Unknown,Unknown,ANTI-0028,Grassland,2018,2018-05-22,1900-01-01 06:56:00,1900-01-01 07:06:00,Elizabeth Oswald,1,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Chipping Sparrow,Spizella passerina,179435.0,Unknown,CHSP,False,False,19.7999992370605,80.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,84781.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0028,Grassland,2018,2018-05-22,1900-01-01 06:56:00,1900-01-01 07:06:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,Unknown,ETTI,False,False,19.7999992370605,80.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,266957.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0027,Grassland,2018,2018-05-22,1900-01-01 06:39:00,1900-01-01 06:49:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,Unknown,FISP,False,True,20.2000007629395,79.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True,84790.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,True | False
ANTI,Unknown,Unknown,ANTI-0027,Grassland,2018,2018-05-22,1900-01-01 06:39:00,1900-01-01 06:49:00,Elizabeth Oswald,1,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,Unknown,MODO,False,False,20.2000007629395,79.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,82737.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0027,Grassland,2018,2018-05-22,1900-01-01 06:39:00,1900-01-01 06:49:00,Elizabeth Oswald,1,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,Unknown,BHCO,False,False,20.2000007629395,79.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,94215.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0027,Grassland,2018,2018-05-22,1900-01-01 06:39:00,1900-01-01 06:49:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,Unknown,GRSP,False,False,20.2000007629395,79.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,83867.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0027,Grassland,2018,2018-05-22,1900-01-01 06:39:00,1900-01-01 06:49:00,Elizabeth Oswald,1,2.5 - 5 min,Visualization,50 - 100 Meters,True,Undetermined,Canada Goose,Branta canadensis,174999.0,Unknown,CANG,False,False,20.2000007629395,79.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,76625.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0027,Grassland,2018,2018-05-22,1900-01-01 06:39:00,1900-01-01 06:49:00,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,Unknown,CHSP,False,False,20.2000007629395,79.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,84781.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0027,Grassland,2018,2018-05-22,1900-01-01 06:39:00,1900-01-01 06:49:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,Unknown,NOCA,False,False,20.2000007629395,79.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True,94228.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0027,Grassland,2018,2018-05-22,1900-01-01 06:39:00,1900-01-01 06:49:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,Unknown,INBU,False,True,20.2000007629395,79.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True,94257.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,True | False
ANTI,Unknown,Unknown,ANTI-0027,Grassland,2018,2018-05-22,1900-01-01 06:39:00,1900-01-01 06:49:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,Unknown,MODO,False,False,20.2000007629395,79.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True,82737.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0027,Grassland,2018,2018-05-22,1900-01-01 06:39:00,1900-01-01 06:49:00,Elizabeth Oswald,1,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Blue Jay,Cyanocitta cristata,179680.0,Unknown,BLJA,False,False,20.2000007629395,79.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,86252.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0027,Grassland,2018,2018-05-22,1900-01-01 06:39:00,1900-01-01 06:49:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,Unknown,NOCA,False,False,20.2000007629395,79.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True,94228.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0027,Grassland,2018,2018-05-22,1900-01-01 06:39:00,1900-01-01 06:49:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Brown-headed Cowbird,Molothrus ater,179112.0,Unknown,BHCO,False,False,20.2000007629395,79.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True,94215.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0027,Grassland,2018,2018-05-22,1900-01-01 06:39:00,1900-01-01 06:49:00,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,Unknown,CACH,False,True,20.2000007629395,79.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True,265876.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,True | False
ANTI,Unknown,Unknown,ANTI-0027,Grassland,2018,2018-05-22,1900-01-01 06:39:00,1900-01-01 06:49:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,Unknown,CARW,False,False,20.2000007629395,79.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,88350.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0027,Grassland,2018,2018-05-22,1900-01-01 06:39:00,1900-01-01 06:49:00,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,Unknown,EATO,False,True,20.2000007629395,79.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True,83803.0,False,6,10.0,5,May,"(18.89, 21.52]","(71.35, 80.5]",Summer,True | False
ANTI,Unknown,Unknown,ANTI-0018,Grassland,2018,2018-05-22,1900-01-01 07:29:00,1900-01-01 07:39:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Baltimore Oriole,Icterus galbula,179083.0,Unknown,BAOR,False,False,20.2000007629395,84.4000015258789,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,93655.0,False,7,10.0,5,May,"(18.89, 21.52]","(80.5, 89.65]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0018,Grassland,2018,2018-05-22,1900-01-01 07:29:00,1900-01-01 07:39:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,Unknown,NOCA,False,False,20.2000007629395,84.4000015258789,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,94228.0,False,7,10.0,5,May,"(18.89, 21.52]","(80.5, 89.65]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0018,Grassland,2018,2018-05-22,1900-01-01 07:29:00,1900-01-01 07:39:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,Unknown,NOCA,False,False,20.2000007629395,84.4000015258789,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,94228.0,False,7,10.0,5,May,"(18.89, 21.52]","(80.5, 89.65]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0018,Grassland,2018,2018-05-22,1900-01-01 07:29:00,1900-01-01 07:39:00,Elizabeth Oswald,1,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Gray Catbird,Dumetella carolinensis,178625.0,Unknown,GRCA,False,False,20.2000007629395,84.4000015258789,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,89977.0,False,7,10.0,5,May,"(18.89, 21.52]","(80.5, 89.65]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0018,Grassland,2018,2018-05-22,1900-01-01 07:29:00,1900-01-01 07:39:00,Elizabeth Oswald,1,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,Unknown,EATO,False,True,20.2000007629395,84.4000015258789,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,83803.0,False,7,10.0,5,May,"(18.89, 21.52]","(80.5, 89.65]",Summer,True | False
ANTI,Unknown,Unknown,ANTI-0018,Grassland,2018,2018-05-22,1900-01-01 07:29:00,1900-01-01 07:39:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Wood Thrush,Hylocichla mustelina,179777.0,Unknown,WOTH,True,True,20.2000007629395,84.4000015258789,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,87156.0,False,7,10.0,5,May,"(18.89, 21.52]","(80.5, 89.65]",Summer,True | True
